TIME 2024-02-05 16:25:25
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.99          2k       120.0         0.4         0.0
       1        1.01          1k       120.0         0.0         0.0
       2        0.97          2k         0.0         0.2         0.0
       3        1.00          2k       280.0         1.5         0.0
       4        3.30       1128k       120.0         2.2         0.3
       5        0.25          2k       120.0         0.0         0.0
       6        0.25          0k         0.0         0.0         0.0
       7        0.26          0k        40.0         0.0         0.0
       8        0.25          0k         0.0         0.0         0.0
       9        0.23          0k        80.0         0.0         0.0
      10        0.97         10k       600.0         0.4         0.7
      11        0.16          0k         0.0         0.0         0.0
      12        0.17          0k         0.0         0.0         0.0
      13        0.21          0k         0.0         0.0         0.0
      14        0.55          2k       120.0         0.0         0.0
      15        0.15          0k         0.0         0.0         0.0
      16        0.15          0k        80.0         0.0         0.0
      17        0.17          0k         0.0         0.0         0.0
      18        0.15          0k         0.0         0.0         0.0
      19        0.15          0k        40.0         0.0         0.0
      20        0.32          0k         0.0         0.0         0.0
      21        0.31          0k         0.0         0.0         0.0
      22        0.33          0k         0.0         0.0         0.0
      23        0.33          0k         0.0         0.0         0.0
      24        0.20          1k         0.0         0.0         0.0
      25        0.22          0k         0.0         0.0         0.0
      26        0.28          0k        80.0         0.0         0.0
      27        0.26          0k        80.0         0.0         0.0
      28        0.26          0k        40.0         0.0         0.0
      29        0.24          0k         0.0         0.0         0.0
      30        0.10          0k         0.0         0.0         0.0
      31        0.23          0k        40.0         0.0         0.0
      32        0.25          0k         0.0         0.0         0.0
      33        0.24          0k         0.0         0.0         0.0
      34        0.23          0k         0.0         0.0         0.0
      35        0.23          0k         0.0         0.0         0.0
      36        0.30          0k         0.0         0.0         0.0
      37        0.25          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.26          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:26
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         40k       120.0        18.0         0.0
       1        1.02         39k       120.0         0.1         0.0
       2        0.97         46k         0.0         7.2         0.0
       3        1.01         98k       240.0        84.9         0.0
       4        3.32      30815k       800.0       574.5         0.2
       5        0.26          3k        40.0         0.0         0.0
       6        0.20          0k         0.0         0.0         0.0
       7        0.12          0k        40.0         0.0         0.0
       8        0.24          0k         0.0         0.0         0.0
       9        0.22          0k        80.0         0.0         0.0
      10        1.46          8k      1240.0         0.4         0.4
      11        0.10          0k         0.0         0.0         0.0
      12        0.17          0k         0.0         0.0         0.0
      13        0.09          0k         0.0         0.0         0.0
      14        0.23         17k       120.0         0.0         0.0
      15        0.18          1k        40.0         0.0         0.0
      16        0.29          2k       160.0         0.1         0.0
      17        0.30          1k         0.0         0.0         0.0
      18        0.12          0k         0.0         0.0         0.0
      19        0.17          0k        40.0         0.0         0.0
      20        0.32          0k         0.0         0.0         0.0
      21        0.22          2k         0.0         0.0         0.1
      22        0.20          1k         0.0         0.0         0.0
      23        0.33          0k         0.0         0.0         0.0
      24        0.26          3k         0.0         0.0         0.0
      25        0.10          1k         0.0         0.0         0.0
      26        0.27          0k        80.0         0.0         0.0
      27        0.30          2k       120.0         0.0         0.2
      28        0.25          0k        40.0         0.0         0.0
      29        0.25          0k         0.0         0.0         0.0
      30        0.12          1k         0.0         0.0         0.0
      31        0.33          1k        80.0         0.0         0.0
      32        0.17          0k         0.0         0.0         0.0
      33        0.29          1k        80.0         0.1         0.0
      34        0.02         13k         0.0         0.0         0.0
      35        0.19          0k         0.0         0.0         0.0
      36        0.40          1k         0.0         0.0         0.0
      37        0.07          1k         0.0         0.0         0.0
      38        0.25          1k         0.0         0.0         0.0
      39        0.19          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:27
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         34k       200.0         9.5         0.2
       1        1.02         43k       240.0         0.4         0.2
       2        0.97         42k         0.0         5.3         0.0
       3        1.01        120k       240.0       111.1         0.0
       4        3.20      27829k      1000.0       351.4         0.5
       5        0.26          3k        80.0         0.0         0.0
       6        0.10          1k         0.0         0.0         0.0
       7        0.18          0k        40.0         0.0         0.0
       8        0.18          0k         0.0         0.0         0.0
       9        0.20          0k        80.0         0.0         0.0
      10        1.49          6k      1440.0         0.1         0.2
      11        0.38          1k         0.0         0.0         0.0
      12        0.13          0k         0.0         0.0         0.0
      13        0.13          0k         0.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        1.88          7k       240.0         0.0         0.2
      16        0.35          0k       160.0         0.0         0.0
      17        0.96          9k       240.0         0.3         0.0
      18        0.84          4k       520.0         0.5         0.0
      19        0.24          0k        40.0         0.0         0.0
      20        0.29          1k         0.0         0.0         0.0
      21        0.27          0k        40.0         0.0         0.0
      22        0.21          1k         0.0         0.0         0.0
      23        0.32          0k         0.0         0.0         0.0
      24        0.34         14k       400.0         0.2         0.6
      25        0.10          1k         0.0         0.0         0.0
      26        0.32          2k        80.0         0.0         0.0
      27        0.19          0k        80.0         0.0         0.0
      28        0.21          0k        40.0         0.0         0.0
      29        0.19          0k         0.0         0.0         0.0
      30        1.25          7k       360.0         0.4         0.0
      31        0.36          1k        80.0         0.0         0.0
      32        0.26          1k         0.0         0.0         0.0
      33        0.28          0k        80.0         0.0         0.0
      34        0.02         12k         0.0         0.0         0.0
      35        0.14          1k         0.0         0.0         0.0
      36        0.44          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.84          4k       160.0         0.2         0.0
      39        0.15          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:28
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         33k       200.0         7.8         0.0
       1        1.02         40k       360.0         0.1         0.0
       2        0.98         42k         0.0         5.7         0.0
       3        1.01         99k       240.0        88.9         0.0
       4        3.10      27989k      1280.0       440.7         0.2
       5        0.28          3k        80.0         0.0         0.0
       6        0.21          1k         0.0         0.0         0.0
       7        0.15          1k        40.0         0.0         0.0
       8        0.19          0k         0.0         0.0         0.0
       9        0.20          0k        80.0         0.0         0.0
      10        1.49          5k      1520.0         0.1         0.2
      11        0.19          0k        40.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.08          0k         0.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        0.20          0k       240.0         0.0         0.0
      16        0.35          0k       160.0         0.0         0.0
      17        0.31          1k       320.0         0.1         0.0
      18        0.12          0k       480.0         0.0         0.0
      19        0.17          0k        40.0         0.0         0.0
      20        0.30          0k         0.0         0.0         0.0
      21        0.31          0k        40.0         0.0         0.0
      22        0.19          0k         0.0         0.0         0.0
      23        0.36          0k         0.0         0.0         0.0
      24        0.40         10k       440.0         0.4         1.0
      25        0.10          1k         0.0         0.0         0.0
      26        0.17          0k        80.0         0.0         0.0
      27        0.29          2k       120.0         0.0         0.1
      28        0.21          0k        40.0         0.0         0.0
      29        0.19          0k         0.0         0.0         0.0
      30        0.11          0k       360.0         0.0         0.0
      31        0.20          0k        80.0         0.0         0.0
      32        0.18          0k         0.0         0.0         0.0
      33        0.31          0k        80.0         0.0         0.0
      34        0.02         12k         0.0         0.0         0.0
      35        0.19          0k         0.0         0.0         0.0
      36        0.40          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.25          0k       160.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:29
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.02         31k       160.0        10.1         0.0
       1        1.03         40k       240.0         0.5         0.0
       2        0.98         42k        80.0         4.2         0.0
       3        1.01         67k       240.0        55.8         0.0
       4        3.32      27474k      1160.0       341.5         0.0
       5        0.27          3k        80.0         0.1         0.0
       6        0.10          1k         0.0         0.0         0.0
       7        0.13          0k        40.0         0.0         0.0
       8        0.24          1k         0.0         0.1         0.0
       9        0.17          1k        80.0         0.0         0.0
      10        1.48          5k      1680.0         0.0         0.3
      11        0.16          0k         0.0         0.0         0.0
      12        0.18          0k         0.0         0.0         0.0
      13        0.12          0k         0.0         0.0         0.0
      14        0.22         17k       160.0         0.1         0.2
      15        0.16          0k       200.0         0.0         0.0
      16        0.29          0k       160.0         0.0         0.0
      17        0.30          1k       360.0         0.0         0.0
      18        0.15          0k       520.0         0.0         0.0
      19        0.22          0k        40.0         0.0         0.0
      20        0.30          0k         0.0         0.0         0.0
      21        0.32          0k        80.0         0.0         0.0
      22        0.20          0k         0.0         0.0         0.0
      23        0.36          0k         0.0         0.0         0.0
      24        0.25          5k       400.0         0.0         0.0
      25        0.13          1k         0.0         0.0         0.0
      26        0.32          2k        80.0         0.0         0.0
      27        0.22          1k       120.0         0.0         0.0
      28        0.21          1k        40.0         0.0         0.0
      29        0.21          1k         0.0         0.0         0.0
      30        0.07          1k       440.0         0.1         0.0
      31        0.37          0k        80.0         0.1         0.0
      32        0.20          0k         0.0         0.0         0.0
      33        0.27          1k        80.0         0.0         0.0
      34        0.03         12k         0.0         0.0         0.0
      35        0.22          0k         0.0         0.0         0.0
      36        0.39          0k         0.0         0.0         0.0
      37        0.11          1k        40.0         0.0         0.0
      38        0.23          0k       160.0         0.0         0.0
      39        0.19          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:30
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         35k       200.0        14.0         0.0
       1        1.03         39k       280.0         0.2         0.0
       2        0.98         42k         0.0         4.2         0.1
       3        1.02         74k       240.0        61.8         0.0
       4        3.09      25856k      1000.0       372.5         0.1
       5        0.29          2k       160.0         0.1         0.0
       6        0.24          0k         0.0         0.0         0.0
       7        0.16          0k        40.0         0.0         0.0
       8        0.21          0k         0.0         0.1         0.0
       9        0.17          0k        80.0         0.0         0.0
      10        1.50          4k      1800.0         0.1         0.4
      11        0.12          0k         0.0         0.0         0.0
      12        0.18          0k         0.0         0.0         0.0
      13        0.13          0k         0.0         0.0         0.0
      14        0.23         16k       160.0         0.0         0.0
      15        0.44          7k       680.0         0.5         0.0
      16        0.30          0k       160.0         0.0         0.0
      17        0.30          1k       400.0         0.1         0.0
      18        0.12          0k       480.0         0.0         0.0
      19        0.18          0k        40.0         0.0         0.0
      20        0.22          3k         0.0         0.0         0.1
      21        0.32          0k        80.0         0.0         0.0
      22        0.23          2k         0.0         0.0         0.1
      23        0.37          0k         0.0         0.0         0.0
      24        0.42         12k       480.0         0.4         0.7
      25        0.11          1k         0.0         0.0         0.0
      26        0.22          0k        80.0         0.0         0.0
      27        0.32          1k       120.0         0.0         0.0
      28        0.22          0k        40.0         0.0         0.0
      29        0.19          0k         0.0         0.0         0.0
      30        0.11          0k       440.0         0.0         0.0
      31        0.25          0k        80.0         0.0         0.0
      32        0.18          0k         0.0         0.0         0.0
      33        0.28          0k        80.0         0.0         0.0
      34        0.02         12k         0.0         0.0         0.0
      35        0.08          2k         0.0         0.0         0.0
      36        0.29          0k         0.0         0.0         0.0
      37        0.05          1k         0.0         0.0         0.0
      38        0.25          0k       160.0         0.0         0.0
      39        0.18          0k         0.0         0.0         0.0
TIME 2024-02-05 16:25:31
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01         55k       280.0        50.0         0.0
       1        1.03         39k       280.0         0.1         0.0
       2        0.98         41k         0.0         5.5         0.0
       3        1.01        144k       200.0       137.2         0.0
       4        3.20      28205k      1160.0       531.9         0.4
       5        0.27          2k       120.0         0.0         0.0
       6        0.10          0k         0.0         0.0         0.0
       7        0.12          0k        40.0         0.0         0.0
       8        0.20          0k         0.0         0.1         0.0
       9        0.16          0k        80.0         0.0         0.0
      10        1.48          4k      1800.0         0.1         0.4
      11        0.16          0k         0.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.08          0k         0.0         0.0         0.0
      14        0.22         16k       160.0         0.0         0.0
      15        0.18          0k       680.0         0.0         0.0
      16        0.31          0k       160.0         0.0         0.0
      17        0.30          1k       360.0         0.0         0.0
