TIME 2024-02-05 16:32:03
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01          2k        80.0         1.6         0.0
       1        1.04          1k       160.0         0.0         0.0
       2        0.99          1k       160.0         0.0         0.0
       3        1.03          3k       240.0         0.0         0.0
       4        2.04        347k      1880.0        24.5         1.6
       5        0.25          1k        40.0         0.0         0.0
       6        0.23          0k        80.0         0.0         0.0
       7        0.23          0k        40.0         0.0         0.0
       8        0.23          0k        80.0         0.0         0.0
       9        0.20          0k         0.0         0.0         0.0
      10        0.94         15k       800.0         1.1         0.5
      11        0.10          0k         0.0         0.0         0.0
      12        0.09          0k         0.0         0.0         0.0
      13        0.23          0k         0.0         0.0         0.0
      14        0.24          1k         0.0         0.0         0.0
      15        0.22          0k         0.0         0.0         0.0
      16        0.22          0k       160.0         0.0         0.0
      17        0.22          0k        80.0         0.0         0.0
      18        0.22          0k        40.0         0.0         0.0
      19        0.20          0k        40.0         0.0         0.0
      20        0.34          0k         0.0         0.0         0.0
      21        0.28          0k         0.0         0.0         0.0
      22        0.32          0k         0.0         0.0         0.0
      23        0.31          0k        40.0         0.0         0.0
      24        0.22          0k        80.0         0.0         0.0
      25        0.17          0k        40.0         0.0         0.0
      26        0.32          0k         0.0         0.0         0.0
      27        0.26          0k       120.0         0.0         0.0
      28        0.26          0k       120.0         0.0         0.0
      29        0.27          0k        40.0         0.0         0.0
      30        0.12          0k       120.0         0.0         0.0
      31        0.27          0k         0.0         0.0         0.0
      32        0.21          0k       120.0         0.0         0.0
      33        0.25          0k         0.0         0.0         0.0
      34        0.19          0k         0.0         0.0         0.0
      35        0.24          0k        40.0         0.0         0.0
      36        0.30          0k         0.0         0.0         0.0
      37        0.25          0k        40.0         0.0         0.0
      38        0.25          0k       120.0         0.0         0.0
      39        0.24          0k        40.0         0.0         0.0
TIME 2024-02-05 16:32:04
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.03         62k       200.0        51.7         0.0
       1        1.05         39k       160.0         0.1         0.0
       2        1.00         25k        40.0         0.0         0.0
