TIME 2024-02-05 16:33:09
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01          3k       200.0         0.0         0.0
       1        1.03          2k         0.0         0.0         0.0
       2        0.99          2k        80.0         0.0         0.0
       3        1.02          4k        40.0         1.7         0.0
       4        2.48        561k      1440.0        27.7         0.8
       5        0.28          2k        80.0         0.3         0.0
       6        0.21          0k         0.0         0.0         0.0
       7        0.25          0k         0.0         0.0         0.0
       8        0.23          0k       120.0         0.0         0.0
       9        0.20          0k         0.0         0.0         0.0
      10        0.94         15k       880.0         1.1         0.7
      11        0.10          0k         0.0         0.0         0.0
      12        0.10          0k         0.0         0.0         0.0
      13        0.22          0k        40.0         0.0         0.0
      14        0.18          0k        40.0         0.0         0.0
      15        0.23          0k         0.0         0.0         0.0
      16        0.19          0k         0.0         0.0         0.0
      17        0.25          0k         0.0         0.0         0.0
      18        0.26          0k        40.0         0.0         0.0
      19        0.22          0k         0.0         0.0         0.0
      20        0.34          0k         0.0         0.0         0.0
      21        0.33          0k         0.0         0.0         0.0
      22        0.29          0k        40.0         0.0         0.0
      23        0.33          0k         0.0         0.0         0.0
      24        0.23          1k         0.0         0.0         0.0
      25        0.19          1k         0.0         0.0         0.0
      26        0.27          0k         0.0         0.0         0.0
      27        0.31          0k         0.0         0.0         0.0
      28        0.30          0k         0.0         0.0         0.0
      29        0.25          0k         0.0         0.0         0.0
      30        0.10          0k         0.0         0.0         0.0
      31        0.42          0k         0.0         0.0         0.0
      32        0.21          1k         0.0         0.0         0.0
      33        0.24          0k         0.0         0.0         0.0
      34        0.23          0k         0.0         0.0         0.0
      35        0.25          0k        80.0         0.0         0.0
      36        0.25          0k        40.0         0.0         0.0
      37        0.23          0k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.24          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:10
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01        125k        80.0         8.8         0.0
       1        1.02        111k        40.0         0.2         0.0
       2        0.98        152k        80.0         0.1         0.0
       3        1.01        198k        80.0        54.7         0.0
       4        3.37      24573k      1400.0       101.4         0.1
       5        0.27          2k        40.0         0.7         0.0
       6        0.10          1k         0.0         0.0         0.0
       7        0.12          0k         0.0         0.0         0.0
       8        0.22          0k       120.0         0.0         0.0
       9        0.19          0k         0.0         0.0         0.0
      10        1.46         14k      1640.0         0.5         0.5
      11        0.09          0k         0.0         0.0         0.0
      12        0.03          1k         0.0         0.0         0.0
      13        0.08          0k        40.0         0.0         0.0
      14        0.22         18k        80.0         0.0         0.0
      15        0.18          1k         0.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.31          1k         0.0         0.0         0.0
      18        0.30          0k       120.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.51          0k         0.0         0.1         0.0
      21        0.32          0k         0.0         0.0         0.0
      22        0.24          1k        40.0         0.0         0.0
      23        0.36          0k         0.0         0.0         0.0
      24        0.22          0k        40.0         0.0         0.0
      25        0.14          1k         0.0         0.0         0.0
      26        0.40          3k        80.0         0.0         0.1
      27        0.30          1k         0.0         0.0         0.0
      28        0.17          0k         0.0         0.0         0.0
      29        0.20          0k         0.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.39          2k         0.0         0.0         0.0
      32        0.29          2k         0.0         0.0         0.0
      33        0.28          1k         0.0         0.0         0.0
      34        0.00         13k         0.0         0.0         0.0
      35        0.18          0k        80.0         0.0         0.0
      36        0.19          0k        40.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.20          1k         0.0         0.0         0.0
      39        0.18          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:11
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01        137k        80.0        20.2         0.0
       1        1.03        138k        80.0         0.2         0.0
       2        0.97        129k        80.0         9.1         0.0
       3        1.01        178k       120.0       112.4         0.0
       4        3.27      20742k      1440.0       411.8         0.0
       5        0.25          1k         0.0         0.6         0.0
       6        0.06          1k         0.0         0.0         0.0
       7        0.15          0k         0.0         0.0         0.0
       8        0.16          0k       120.0         0.0         0.0
       9        0.14          0k         0.0         0.0         0.0
      10        1.48          7k      1760.0         0.1         0.4
      11        0.23          1k        80.0         0.0         0.1
      12        0.09          0k         0.0         0.0         0.0
      13        0.07          0k        40.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        0.15          0k         0.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.31          0k         0.0         0.0         0.0
      18        0.30          0k       120.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.23          2k         0.0         0.3         0.1
      21        0.24          2k         0.0         0.0         0.1
      22        0.20          0k        40.0         0.0         0.0
      23        0.34          0k         0.0         0.0         0.0
      24        0.25          0k        40.0         0.0         0.0
      25        0.08          1k         0.0         0.0         0.0
      26        0.96         12k      1040.0         1.9         1.1
      27        0.29          0k         0.0         0.0         0.0
      28        0.21          0k         0.0         0.0         0.0
      29        0.22          0k         0.0         0.0         0.0
      30        0.05          1k         0.0         0.0         0.0
      31        0.42          1k         0.0         0.0         0.0
      32        0.38          1k        40.0         0.0         0.0
      33        0.29          0k         0.0         0.0         0.0
      34        0.01         12k         0.0         0.0         0.0
      35        0.17          0k        80.0         0.0         0.0
      36        0.15          0k        40.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.21          0k         0.0         0.0         0.0
      39        0.18          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:12
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01        118k       200.0         0.3         0.0
       1        1.03        122k        80.0         0.0         0.0
       2        0.97        128k       160.0         0.4         0.0
       3        1.01        171k       120.0         0.9         0.0
       4        3.15      22524k      1840.0        37.7         0.2
       5        0.26          1k        40.0         0.3         0.0
       6        0.07          0k         0.0         0.0         0.0
       7        0.13          0k         0.0         0.0         0.0
       8        0.17          0k       120.0         0.0         0.0
       9        0.18          0k         0.0         0.0         0.0
      10        1.49          9k      3280.0         0.7         1.0
      11        0.30          0k        80.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.08          0k        40.0         0.0         0.0
      14        0.22         16k       120.0         0.0         0.0
      15        0.36          4k         0.0         0.0         0.0
      16        0.19          0k         0.0         0.0         0.0
      17        0.31          0k         0.0         0.0         0.0
      18        0.26          0k       160.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.31          0k         0.0         0.0         0.0
      21        0.33          0k         0.0         0.0         0.0
      22        0.22          0k        40.0         0.0         0.0
      23        0.34          0k         0.0         0.0         0.0
      24        0.30          0k        40.0         0.0         0.0
      25        0.09          1k         0.0         0.0         0.0
      26        0.39          2k      1040.0         0.0         0.0
      27        0.30          1k        80.0         0.2         0.1
      28        0.20          0k         0.0         0.0         0.0
      29        0.21          0k         0.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.40          0k         0.0         0.0         0.0
      32        0.43          0k        40.0         0.0         0.0
      33        0.32          0k         0.0         0.0         0.0
      34        0.00         12k         0.0         0.0         0.0
      35        0.14          1k        80.0         0.0         0.0
      36        0.19          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.23          0k         0.0         0.0         0.0
      39        0.18          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:13
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.02        130k       240.0        23.2         0.0
       1        1.03        116k       120.0         0.1         0.0
       2        0.98        155k        80.0         0.2         0.0
       3        1.01        204k       120.0       109.9         0.0
       4        3.37      22377k      1880.0       270.3         0.1
       5        0.26          2k         0.0         0.2         0.0
       6        0.09          1k        40.0         0.0         0.0
       7        0.19          0k         0.0         0.0         0.0
       8        0.17          0k       120.0         0.0         0.0
       9        0.18          0k         0.0         0.0         0.0
      10        1.48          5k      3360.0         0.2         0.2
      11        0.14          0k        80.0         0.0         0.0
      12        0.19          0k         0.0         0.0         0.0
      13        0.11          1k        40.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        0.30          1k         0.0         0.0         0.0
      16        0.17          0k         0.0         0.0         0.0
      17        0.29          1k         0.0         0.0         0.0
      18        0.27          0k       160.0         0.0         0.0
      19        0.17          0k         0.0         0.0         0.0
      20        0.32          0k         0.0         0.0         0.0
      21        0.33          0k         0.0         0.0         0.0
      22        0.21          0k        40.0         0.0         0.0
      23        0.35          0k         0.0         0.0         0.0
      24        0.24          0k        40.0         0.0         0.0
      25        0.19          1k        40.0         0.0         0.0
      26        0.58          5k      1360.0         0.2         0.6
      27        0.20          0k        40.0         0.0         0.0
      28        0.20          0k         0.0         0.0         0.0
      29        0.20          0k         0.0         0.0         0.0
      30        0.06          1k        40.0         0.0         0.0
      31        0.45          2k         0.0         0.0         0.0
      32        0.19          0k        40.0         0.0         0.0
      33        0.30          1k         0.0         0.0         0.0
      34        0.01         12k         0.0         0.0         0.0
      35        0.16          1k        80.0         0.0         0.0
      36        0.20          0k         0.0         0.0         0.0
      37        0.10          1k         0.0         0.0         0.0
      38        0.21          1k         0.0         0.0         0.0
      39        0.19          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:14
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.00        128k       160.0         3.9         0.0
       1        1.02        140k        80.0         0.1         0.0
       2        0.98        117k        80.0         7.7         0.0
       3        1.01        181k       160.0        37.7         0.0
       4        3.13      19628k      1800.0       269.4         0.0
       5        0.26          1k         0.0         0.4         0.0
       6        0.12          0k        40.0         0.0         0.0
       7        0.12          0k         0.0         0.0         0.0
       8        0.21          0k       120.0         0.0         0.0
       9        0.08          0k         0.0         0.0         0.0
      10        1.48          4k      3520.0         0.0         0.2
      11        0.12          0k        80.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.07          0k        40.0         0.0         0.0
      14        0.25         16k       120.0         0.0         0.0
      15        0.22          0k         0.0         0.0         0.0
      16        0.16          0k         0.0         0.0         0.0
      17        0.31          0k        40.0         0.0         0.0
      18        0.30          0k       200.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.37          0k         0.0         0.0         0.0
      21        0.35          0k         0.0         0.0         0.0
      22        0.23          1k        40.0         0.0         0.0
      23        0.37          0k         0.0         0.0         0.0
      24        0.24          0k        40.0         0.0         0.0
      25        0.10          1k        40.0         0.0         0.0
      26        0.40          1k      1200.0         0.0         0.1
      27        0.32          1k        80.0         0.0         0.0
      28        0.22          0k         0.0         0.0         0.0
      29        0.66          3k       160.0         0.1         0.2
      30        0.04          1k        40.0         0.0         0.0
      31        0.44          0k        40.0         0.0         0.0
      32        0.18          0k        40.0         0.0         0.0
      33        0.32          0k         0.0         0.0         0.0
      34        0.00         12k         0.0         0.0         0.0
      35        0.19          0k        80.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.07          1k         0.0         0.0         0.0
      38        0.22          0k         0.0         0.0         0.0
      39        0.17          0k        40.0         0.0         0.0
TIME 2024-02-05 16:33:15
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        1.01        111k       120.0         0.7         0.0
       1        1.03        111k        80.0         0.3         0.2
       2        0.98        144k       160.0         0.1         0.0
       3        1.02        221k        40.0        13.0         0.1
       4        3.26      23836k      1760.0        51.9         0.4
       5        0.27          1k         0.0         0.2         0.0
       6        0.12          0k        40.0         0.0         0.0
       7        0.17          0k         0.0         0.0         0.0
       8        0.16          0k       120.0         0.0         0.0
       9        0.11          0k         0.0         0.0         0.0
      10        1.48          5k      3040.0         0.1         0.2
      11        0.08          0k        80.0         0.0         0.0
      12        0.18          0k         0.0         0.0         0.0
      13        0.07          0k        40.0         0.0         0.0
      14        0.23         16k       120.0         0.0         0.0
      15        0.60          5k       280.0         0.3         0.0
      16        0.16          0k         0.0         0.0         0.0
      17        0.32          0k        40.0         0.0         0.0
      18        0.30          0k       200.0         0.0         0.0
      19        0.15          0k         0.0         0.0         0.0
      20        0.35          0k         0.0         0.1         0.0
