TIME 2024-02-05 15:13:29
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97          6k        80.0         0.0         0.0
       1        1.00          5k       120.0         0.1         0.0
       2        0.96          5k         0.0         0.3         0.0
       3        1.00          5k       160.0         0.5         0.0
       4        2.07        361k      2040.0        23.6         1.4
       5        0.24          1k        80.0         0.2         0.0
       6        0.22          0k       120.0         0.0         0.0
       7        0.17          0k         0.0         0.0         0.0
       8        0.23          0k         0.0         0.0         0.0
       9        0.17          0k        40.0         0.0         0.0
      10        0.95         14k       560.0         0.9         0.5
      11        0.09          0k         0.0         0.0         0.0
      12        0.10          0k         0.0         0.0         0.0
      13        0.23          0k         0.0         0.0         0.0
      14        0.19          0k         0.0         0.0         0.0
      15        0.23          0k         0.0         0.0         0.0
      16        0.21          0k         0.0         0.0         0.0
      17        0.27          0k         0.0         0.0         0.0
      18        0.23          0k         0.0         0.0         0.0
      19        0.31          0k         0.0         0.0         0.0
      20        0.28          0k         0.0         0.0         0.0
      21        0.25          0k        40.0         0.0         0.0
      22        0.32          0k         0.0         0.0         0.0
      23        0.29          0k        40.0         0.0         0.0
      24        0.24          0k        80.0         0.0         0.0
      25        0.21          0k         0.0         0.0         0.0
      26        0.25          0k        40.0         0.0         0.0
      27        0.32          0k         0.0         0.0         0.0
      28        0.25          0k         0.0         0.0         0.0
      29        0.25          0k        40.0         0.0         0.0
      30        0.15          0k         0.0         0.0         0.0
      31        0.28          0k         0.0         0.0         0.0
      32        0.23          1k         0.0         0.0         0.0
      33        0.25          0k         0.0         0.0         0.0
      34        0.18          0k         0.0         0.0         0.0
      35        0.26          0k         0.0         0.0         0.0
      36        0.24          0k         0.0         0.0         0.0
      37        0.26          0k         0.0         0.0         0.0
      38        0.30          0k         0.0         0.0         0.0
      39        0.26          0k         0.0         0.0         0.0
TIME 2024-02-05 15:13:30
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        169k       120.0         0.9         0.0
       1        1.00        149k       480.0         5.6         0.2
       2        0.97        125k        80.0         2.3         0.0
       3        1.01        136k       240.0         0.7         0.0
       4        3.39      20226k      2120.0        67.3         0.0
       5        0.27          4k       120.0         0.2         0.0
       6        0.16          0k       120.0         0.0         0.0
       7        0.05          1k         0.0         0.0         0.0
       8        0.21          0k         0.0         0.0         0.0
       9        0.21          0k        40.0         0.0         0.0
      10        1.44         76k      2040.0         5.8         1.4
      11        0.09          0k         0.0         0.0         0.0
      12        0.03          1k         0.0         0.0         0.0
      13        0.08          0k         0.0         0.0         0.0
      14        0.29         34k      2240.0         1.8         0.9
      15        0.43          7k       200.0         0.4         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.31          1k         0.0         0.0         0.0
      18        0.22          0k         0.0         0.0         0.0
      19        0.38          2k         0.0         0.0         0.0
      20        0.31          0k        40.0         0.1         0.0
      21        0.19          3k       120.0         0.0         0.1
      22        0.35          0k         0.0         0.0         0.0
      23        0.28          0k        40.0         0.1         0.0
      24        0.23          1k        80.0         0.0         0.0
      25        0.11          2k        40.0         0.0         0.0
      26        0.25          1k        80.0         0.0         0.0
      27        0.56         12k       520.0         0.5         1.2
      28        0.21          0k         0.0         0.0         0.0
      29        0.19          0k        40.0         0.0         0.0
      30        0.03          1k         0.0         0.0         0.0
      31        0.41          1k         0.0         0.0         0.0
      32        0.25          2k         0.0         0.0         0.0
      33        0.31          1k        80.0         0.1         0.0
      34        0.00         13k         0.0         0.0         0.0
      35        0.18          2k         0.0         0.0         0.0
      36        0.15          0k         0.0         0.0         0.0
      37        0.07          1k         0.0         0.0         0.0
      38        0.22          1k         0.0         0.0         0.0
      39        0.12          0k         0.0         0.0         0.0
TIME 2024-02-05 15:13:31
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        166k       200.0         1.1         0.0
       1        1.00        142k       520.0         5.5         0.0
       2        0.98        127k        40.0         0.6         0.0
       3        1.01        136k       240.0         0.8         0.0
       4        3.25      18675k      1720.0       235.7         0.3
       5        0.27          3k       120.0         0.2         0.0
       6        0.15          0k       160.0         0.0         0.0
       7        0.05          1k         0.0         0.0         0.0
       8        0.17          0k         0.0         0.0         0.0
       9        0.20          0k        40.0         0.0         0.0
      10        1.46         46k      3480.0         3.6         1.6
      11        0.13          0k         0.0         0.0         0.0
      12        0.16          0k         0.0         0.0         0.0
      13        0.07          0k         0.0         0.0         0.0
      14        0.23         17k      1680.0         0.0         0.0
      15        0.28          1k       200.0         0.0         0.0
      16        0.15          0k         0.0         0.0         0.0
      17        0.31          1k         0.0         0.0         0.0
      18        0.14          0k         0.0         0.0         0.0
      19        0.39          1k        40.0         0.0         0.0
      20        0.32          0k        40.0         0.0         0.0
      21        0.18          1k        80.0         0.0         0.0
      22        0.28          0k         0.0         0.0         0.0
      23        0.28          0k        40.0         0.0         0.0
      24        0.23          1k        80.0         0.0         0.0
      25        0.08          1k        40.0         0.0         0.0
      26        0.40          1k        80.0         0.0         0.0
      27        0.36          7k       400.0         0.1         0.5
      28        0.26          0k         0.0         0.0         0.0
      29        0.21          0k        40.0         0.0         0.0
      30        0.02          1k         0.0         0.0         0.0
      31        0.47          1k         0.0         0.0         0.0
      32        0.18          0k         0.0         0.0         0.0
      33        0.31          1k       120.0         0.0         0.0
      34        0.01         13k         0.0         0.0         0.0
      35        0.29          1k         0.0         0.0         0.0
      36        0.18          0k         0.0         0.0         0.0
      37        0.06          1k         0.0         0.0         0.0
      38        0.25          0k         0.0         0.0         0.0
      39        0.12          0k         0.0         0.0         0.0
TIME 2024-02-05 15:13:32
    CORE         IPC      MISSES     LLC[KB]   MBL[MB/s]   MBR[MB/s]
       0        0.97        176k       200.0         0.9         0.2
       1        1.00        147k       600.0         4.5         0.0
       2        0.98        130k        40.0         0.5         0.0
       3        1.01        137k       240.0         0.6         0.0
       4        3.20      18612k      1920.0       256.6         0.0
       5        0.24          2k       120.0         0.1         0.0
       6        0.17          1k       240.0         0.0         0.1
       7        0.10          1k         0.0         0.0         0.0
       8        0.18          1k         0.0         0.0         0.0
       9        0.18          1k        40.0         0.0         0.0
      10        1.47          7k      3560.0         0.4         0.4
      11        0.17          0k         0.0         0.0         0.0
      12        0.18          0k         0.0         0.0         0.0
      13        0.12          1k         0.0         0.0         0.0
      14        0.23         16k      1440.0         0.0         0.0
      15        0.53          9k       880.0         0.6         0.2
      16        0.18          0k         0.0         0.0         0.0
      17        0.29          1k         0.0         0.0         0.0
      18        0.17          0k       120.0         0.2         0.0
      19        0.33          0k        40.0         0.0         0.0
      20        0.26          0k        40.0         0.2         0.0
      21        0.22          2k        80.0         0.0         0.1
      22        0.27          0k         0.0         0.0         0.0
      23        0.28          1k        40.0         0.1         0.0
